Ethnicity and spirituality in breast cancer survivors.,"Many women are incorporating spirituality as a way of coping with cancer. However, few studies have examined the role of spirituality in mood and quality of life among breast cancer survivors from different ethnic groups.",Journal of cancer survivorship : research and practice,"[""many"", ""woman"", ""incorporate"", ""spirituality"", ""way"", ""cope"", ""cancer"", ""however"", ""study"", ""examine"", ""role"", ""spirituality"", ""mood"", ""quality"", ""life"", ""among"", ""breast"", ""cancer"", ""survivor"", ""different"", ""ethnic"", ""group""]",None,None,None,None
Ethnic differences in adolescents' identity status and associated behavior problems.,"The relationships between ethnicity and identity status and between identity status and behavior problems, social competence, and self-esteem were examined among 330 White, Black, Puerto Rican and Filipino students in an integrated high school. Identity status (i.e., achieved, moratorium, foreclosed, or diffuse) was defined on the basis of a 24-item self-report inventory on which students rated their explorations of options and/or commitments to choices in their occupational, political, and religious domains. Ethnic status was also assessed in an 8-item questionnaire which assessed exploration and commitment to one's ethnic role. White students in the upper grades reported significantly higher moratorium scale scores and perceived themselves as more likely to have explored and be committed to their ethnic role than minority youth. There were no significant ethnic differences in the relationships of identity status to behavior problems, social competence or self-esteem. Adolescent boys were significantly more likely to be in moratorium regarding their ethnic role than girls. Grade and sex differences in identity status were consistent with those predicted by developmental researchers. Across all ethnic groups, ratings of moratorium status were associated with significantly more behavior problems, less social competence, and lower self-esteem.",Journal of adolescence,"[""relationship"", ""ethnicity"", ""identity"", ""status"", ""identity"", ""status"", ""behavior"", ""problem"", ""social"", ""competence"", ""self"", ""esteem"", ""examine"", ""among"", ""330"", ""white"", ""black"", ""puerto"", ""rican"", ""filipino"", ""student"", ""integrate"", ""high"", ""school"", ""identity"", ""status"", ""e"", ""achieve"", ""moratorium"", ""foreclose"", ""diffuse"", ""defined"", ""basis"", ""24"", ""item"", ""self"", ""report"", ""inventory"", ""student"", ""rate"", ""exploration"", ""option"", ""commitment"", ""choice"", ""occupational"", ""political"", ""religious"", ""domain"", ""ethnic"", ""status"", ""also"", ""assess"", ""8"", ""item"", ""questionnaire"", ""assess"", ""exploration"", ""commitment"", ""one"", ""ethnic"", ""role"", ""white"", ""student"", ""upper"", ""grade"", ""report"", ""significantly"", ""high"", ""moratorium"", ""scale"", ""score"", ""perceive"", ""likely"", ""explore"", ""commit"", ""ethnic"", ""role"", ""minority"", ""youth"", ""ethnic"", ""difference"", ""relationship"", ""identity"", ""status"", ""behavior"", ""problem"", ""social"", ""competence"", ""self"", ""esteem"", ""adolescent"", ""boy"", ""significantly"", ""likely"", ""moratorium"", ""regard"", ""ethnic"", ""role"", ""girl"", ""grade"", ""sex"", ""difference"", ""identity"", ""status"", ""consistent"", ""predict"", ""developmental"", ""researcher"", ""across"", ""ethnic"", ""group"", ""rating"", ""moratorium"", ""status"", ""associate"", ""significantly"", ""behavior"", ""problem"", ""less"", ""social"", ""competence"", ""low"", ""self"", ""esteem""]",None,None,None,Black
Racial and ethnic patterns in firearms deaths.,"In the United States, there is currently an epidemic of firearms violence. Among victims of this violence, there are striking racial and ethnic patterns in the manners and circumstances of death. This study was conducted to explore and quantitate some of these differences. Autopsy and investigation reports of 554 consecutive firearms deaths in Dallas County, Texas, from March 1992 to February 1993 were reviewed. Overall suicide rates by race for 1970 and 1990 were calculated. Suicide rates for blacks have increased while overall rates (all races) have decreased slightly. Large racial and ethnic differences in the homicide-suicide ratio (H:S) were found (0.42 in non-Hispanic whites; 7.44 in others) (p < 0.001). Non-Hispanic whites who committed suicide with a firearm were less likely than other groups to do so with another person present (12% non-Hispanic whites; 49% others) (p < 0.001). Blacks and Asians who committed suicide with a firearm killed another person in 67% of witnessed cases (those with another person present during the incident). Whites (Hispanics and non-Hispanics) killed another person in only 12% of witnessed firearm suicides. The data suggest that the subtypes, psychodynamics, and causes of suicide may currently differ among racial and ethnic groups. These differences should be considered in order to formulate adequate prevention strategies and to assess the suicide and homicide risk in depressed individuals. The difficulty of accurate death certification in some cases is also discussed.",The American journal of forensic medicine and pathology,"[""united"", ""state"", ""currently"", ""epidemic"", ""firearm"", ""violence"", ""among"", ""victim"", ""violence"", ""striking"", ""racial"", ""ethnic"", ""pattern"", ""manner"", ""circumstance"", ""death"", ""conduct"", ""explore"", ""quantitate"", ""difference"", ""autopsy"", ""investigation"", ""report"", ""554"", ""consecutive"", ""firearm"", ""death"", ""dalla"", ""county"", ""texas"", ""march"", ""1992"", ""february"", ""1993"", ""review"", ""overall"", ""suicide"", ""rate"", ""race"", ""1970"", ""1990"", ""calculate"", ""suicide"", ""rate"", ""black"", ""increase"", ""overall"", ""rate"", ""race"", ""decrease"", ""slightly"", ""large"", ""racial"", ""ethnic"", ""difference"", ""homicide"", ""suicide"", ""ratio"", ""h"", ""find"", ""0"", ""42"", ""non"", ""hispanic"", ""white"", ""7"", ""44"", ""other"", ""p"", ""0"", ""001"", ""non"", ""hispanic"", ""white"", ""commit"", ""suicide"", ""firearm"", ""less"", ""likely"", ""group"", ""another"", ""person"", ""present"", ""12"", ""non"", ""hispanic"", ""white"", ""49"", ""other"", ""p"", ""0"", ""001"", ""black"", ""asian"", ""committed"", ""suicide"", ""firearm"", ""kill"", ""another"", ""person"", ""67"", ""witness"", ""case"", ""another"", ""person"", ""present"", ""incident"", ""white"", ""hispanic"", ""non"", ""hispanic"", ""kill"", ""another"", ""person"", ""12"", ""witness"", ""firearm"", ""suicide"", ""datum"", ""suggest"", ""subtype"", ""psychodynamic"", ""cause"", ""suicide"", ""may"", ""currently"", ""differ"", ""among"", ""racial"", ""ethnic"", ""group"", ""difference"", ""consider"", ""order"", ""formulate"", ""adequate"", ""prevention"", ""strategy"", ""assess"", ""suicide"", ""homicide"", ""risk"", ""depressed"", ""individual"", ""difficulty"", ""accurate"", ""death"", ""certification"", ""case"", ""also"", ""discuss""]",suicide,None,None,"Black, Asian, Hispanic"
California's racial and ethnic minorities more adversely affected by asthma.,"In California, nearly 2.8 million adults and children (8%) had active asthma in 2003. Of Californians with active asthma, 890,000 are children (ages 0-17) and 1.8 million are adults (age 18 and above). The prevalence of active asthma varies by racial and ethnic group, with racial and ethnic minority groups affected more adversely by asthma. They are more likely to go to the emergency department for asthma care, miss more school and work days because of asthma, and have poorer health status. They are also more likely to lack access to health care and to live in conditions associated with asthma exacerbations. Among California children, the prevalence of active asthma varies by racial and ethnic groups-with the highest prevalence among African Americans (17%) and American Indians/Alaska Natives (17%), followed by whites (10%), Latinos (7%) and Asians (7%; Exhibit 1). Among adults, American Indians/Alaska Natives have the highest prevalence of active asthma (13%), followed by African Americans (10%), whites (9%), Asians (5%) and Latinos (5%). The National data similarly show that both African Americans and American Indians have higher current asthma prevalence rates than non- Hispanic whites.",Policy brief (UCLA Center for Health Policy Research),"[""california"", ""nearly"", ""2"", ""8"", ""million"", ""adult"", ""child"", ""8"", ""active"", ""asthma"", ""2003"", ""californian"", ""active"", ""asthma"", ""890"", ""000"", ""child"", ""age"", ""0"", ""17"", ""1"", ""8"", ""million"", ""adult"", ""age"", ""18"", ""prevalence"", ""active"", ""asthma"", ""vary"", ""racial"", ""ethnic"", ""group"", ""racial"", ""ethnic"", ""minority"", ""group"", ""affect"", ""adversely"", ""asthma"", ""likely"", ""go"", ""emergency"", ""department"", ""asthma"", ""care"", ""miss"", ""school"", ""work"", ""day"", ""asthma"", ""poor"", ""health"", ""status"", ""also"", ""likely"", ""lack"", ""access"", ""health"", ""care"", ""live"", ""condition"", ""associate"", ""asthma"", ""exacerbation"", ""among"", ""california"", ""child"", ""prevalence"", ""active"", ""asthma"", ""vary"", ""racial"", ""ethnic"", ""group"", ""high"", ""prevalence"", ""among"", ""african"", ""american"", ""17"", ""american"", ""indian"", ""alaska"", ""native"", ""17"", ""follow"", ""white"", ""10"", ""latinos"", ""7"", ""asian"", ""7"", ""exhibit"", ""1"", ""among"", ""adult"", ""american"", ""indian"", ""alaska"", ""native"", ""high"", ""prevalence"", ""active"", ""asthma"", ""13"", ""follow"", ""african"", ""american"", ""10"", ""white"", ""9"", ""asian"", ""5"", ""latinos"", ""5"", ""national"", ""datum"", ""similarly"", ""show"", ""african"", ""american"", ""american"", ""indian"", ""high"", ""current"", ""asthma"", ""prevalence"", ""rate"", ""non"", ""hispanic"", ""white""]",None,None,None,"Latino, Asian, Hispanic"
Racial and ethnic differences in associations between psychological distress and the presence of binge drinking: Results from the California health interview survey.,"Racial and ethnic minorities often suffer from poorer health than Whites given their exposure to more stressors and fewer resources that buffer the effects of stress. Given that alcohol is often consumed to alleviate the negative moods, the present study hypothesized that psychological distress may impact the involvement in binge drinking differently across racial and ethnic groups.",Addictive behaviors,"[""racial"", ""ethnic"", ""minority"", ""often"", ""suffer"", ""poor"", ""health"", ""white"", ""give"", ""exposure"", ""stressor"", ""few"", ""resource"", ""buffer"", ""effect"", ""stress"", ""give"", ""alcohol"", ""often"", ""consume"", ""alleviate"", ""negative"", ""mood"", ""present"", ""hypothesize"", ""psychological"", ""distress"", ""may"", ""impact"", ""involvement"", ""binge"", ""drink"", ""differently"", ""across"", ""racial"", ""ethnic"", ""group""]",None,None,None,None
"Unraveling the Complexity of Critical Consciousness, Political Efficacy, and Political Action Among Marginalized Adolescents.","This research examines the complex patterns by which distinct dimensions of critical consciousness may lead marginalized adolescents toward distinct forms of political action. Structural equation modeling was applied to nationally representative data from the Civic Education Study (2,811 ninth graders; Mage  = 14.6), first establishing the measurement invariance of constructs across samples of poor or working class African American and Latino/a adolescents. Perceptions of societal inequality and aspirational beliefs that society ought to be more equal differentially predicted expected voting, conventional political action, and social action-while controlling for civic achievement and with nuances between ethnic and racial groups. Contrary to hypotheses and extant scholarship, political efficacy did not mediate or moderate relations between critical reflection and disparate forms of political action.",Child development,"[""research"", ""examine"", ""complex"", ""pattern"", ""distinct"", ""dimension"", ""critical"", ""consciousness"", ""may"", ""lead"", ""marginalized"", ""adolescent"", ""toward"", ""distinct"", ""form"", ""political"", ""action"", ""structural"", ""equation"", ""modeling"", ""apply"", ""nationally"", ""representative"", ""datum"", ""civic"", ""education"", ""2"", ""811"", ""ninth"", ""grader"", ""mage"", ""14"", ""6"", ""first"", ""establish"", ""measurement"", ""invariance"", ""construct"", ""across"", ""sample"", ""poor"", ""working"", ""class"", ""african"", ""american"", ""latino"", ""adolescent"", ""perception"", ""societal"", ""inequality"", ""aspirational"", ""belief"", ""society"", ""ought"", ""equal"", ""differentially"", ""predict"", ""expect"", ""vote"", ""conventional"", ""political"", ""action"", ""social"", ""action"", ""control"", ""civic"", ""achievement"", ""nuance"", ""ethnic"", ""racial"", ""group"", ""contrary"", ""hypothesis"", ""extant"", ""scholarship"", ""political"", ""efficacy"", ""mediate"", ""moderate"", ""relation"", ""critical"", ""reflection"", ""disparate"", ""form"", ""political"", ""action""]",None,None,None,Latino
Ethnoracial Differences in Social Determinants of Health and Acute Mental Health Symptoms Among Adults Hospitalized After Emergency Care.,"Research has established relationships between social determinants of health (SDOH) and mental health, with mixed findings on which ethnoracial groups are most vulnerable to deleterious outcomes. The current study examines ethnoracial differences in SDOH and their associations with acute mental health symptoms among patients hospitalized after emergency care. Using data collected in a multi-site study of 1,318 diverse adults admitted to inpatient units, we performed analyses using linear regression models. Findings show that Multiracial/Indigenous and Black adults had significantly higher discrimination and financial stress scores. However, compared with White adults, the positive association between extreme discrimination and acute mental health symptoms was diminished among Latinx (B=-2.3; p=.02) and Black individuals (B=-1.6; p=.05) as was the positive association between financial insecurity and acute mental health symptoms for Black adults (B=-2.3; p=.04). This study provides evidence of differential experiences of SDOH and mental health challenges that may warrant tailored interventions.",Journal of health care for the poor and underserved,"[""research"", ""established"", ""relationship"", ""social"", ""determinant"", ""health"", ""sdoh"", ""mental"", ""health"", ""mixed"", ""finding"", ""ethnoracial"", ""group"", ""vulnerable"", ""deleterious"", ""outcome"", ""current"", ""examine"", ""ethnoracial"", ""difference"", ""sdoh"", ""association"", ""acute"", ""mental"", ""health"", ""symptom"", ""among"", ""patient"", ""hospitalize"", ""emergency"", ""care"", ""use"", ""datum"", ""collect"", ""multi"", ""site"", ""1"", ""318"", ""diverse"", ""adult"", ""admit"", ""inpatient"", ""unit"", ""perform"", ""analysis"", ""use"", ""linear"", ""regression"", ""model"", ""finding"", ""show"", ""multiracial"", ""indigenous"", ""black"", ""adult"", ""significantly"", ""high"", ""discrimination"", ""financial"", ""stress"", ""score"", ""however"", ""compare"", ""white"", ""adult"", ""positive"", ""association"", ""extreme"", ""discrimination"", ""acute"", ""mental"", ""health"", ""symptom"", ""diminish"", ""among"", ""latinx"", ""b"", ""2"", ""3"", ""p"", ""02"", ""black"", ""individual"", ""b"", ""1"", ""6"", ""p"", ""05"", ""positive"", ""association"", ""financial"", ""insecurity"", ""acute"", ""mental"", ""health"", ""symptom"", ""black"", ""adult"", ""b"", ""2"", ""3"", ""p"", ""04"", ""provide"", ""evidence"", ""differential"", ""experience"", ""sdoh"", ""mental"", ""health"", ""challenge"", ""may"", ""warrant"", ""tailored"", ""intervention""]",None,None,None,Black
"Health-related quality of life among minority populations in the United States, BRFSS 2001-2002.",Improving quality of life is one of the goals of the Healthy People 2010 objectives. Health-related quality of life (HRQOL) measures can be used to indicate unmet health needs and identify health disparity in population subgroups.,Ethnicity & disease,"[""improve"", ""quality"", ""life"", ""one"", ""goal"", ""healthy"", ""people"", ""2010"", ""objective"", ""health"", ""related"", ""quality"", ""life"", ""hrqol"", ""measure"", ""use"", ""indicate"", ""unmet"", ""health"", ""need"", ""identify"", ""health"", ""disparity"", ""population"", ""subgroup""]",None,None,None,None
Assessing racial differences in lifetime and current smoking status & menthol consumption among Latinos in a nationally representative sample.,"<b>Objective:</b> To examine the relationship between race and smoking behaviors among Latinos/Hispanics. <b>Design:</b> Using data from the National Adult Tobacco Survey (NATS), we implemented Log-Poisson regression models for each dependent variable (smoking pattern and menthol cigarette use). Each analysis adjusted for age, gender, marital status, employment status, and socioeconomic status (SES). Final pooled cross-sectional sample included 505 Black-Latinos and 9078 White-Latinos. <b>Results:</b> While no racial differences were found in lifetime smoking status among Latinos, Black-Latinos had a 16.6% (95% CI: 0.274, 0.057) increased risk of menthol smoking compared to White-Latinos. <b>Conclusions:</b> The results indicate that menthol consumption is influenced by race among Hispanics/Latinos. To comprehensively address racial disparities among Latinos/Hispanics, further attention needs to be given to racial differences in smoking-related risks among Latinos/Hispanics.",Ethnicity & health,"[""b"", ""objective"", ""b"", ""examine"", ""relationship"", ""race"", ""smoking"", ""behavior"", ""among"", ""latinos"", ""hispanic"", ""b"", ""design"", ""b"", ""use"", ""datum"", ""national"", ""adult"", ""tobacco"", ""survey"", ""nat"", ""implement"", ""log"", ""poisson"", ""regression"", ""model"", ""dependent"", ""variable"", ""smoking"", ""pattern"", ""menthol"", ""cigarette"", ""use"", ""analysis"", ""adjust"", ""age"", ""gender"", ""marital"", ""status"", ""employment"", ""status"", ""socioeconomic"", ""status"", ""ses"", ""final"", ""pooled"", ""cross"", ""sectional"", ""sample"", ""include"", ""505"", ""black"", ""latinos"", ""9078"", ""white"", ""latinos"", ""b"", ""b"", ""racial"", ""difference"", ""find"", ""lifetime"", ""smoking"", ""status"", ""among"", ""latinos"", ""black"", ""latinos"", ""16"", ""6"", ""95"", ""ci"", ""0"", ""274"", ""0"", ""057"", ""increase"", ""risk"", ""menthol"", ""smoking"", ""compare"", ""white"", ""latinos"", ""b"", ""conclusion"", ""b"", ""indicate"", ""menthol"", ""consumption"", ""influence"", ""race"", ""among"", ""hispanic"", ""latinos"", ""comprehensively"", ""address"", ""racial"", ""disparity"", ""among"", ""latinos"", ""hispanic"", ""attention"", ""need"", ""give"", ""racial"", ""difference"", ""smoke"", ""related"", ""risk"", ""among"", ""latinos"", ""hispanic""]",None,None,socioeconomic status,"Black, Latino, Hispanic"
Racial/ethnic disparities in the use of mental health services in poverty areas.,This study examined racial/ethnic disparities in mental health service access and use at different poverty levels.,American journal of public health,"[""examine"", ""racial"", ""ethnic"", ""disparity"", ""mental"", ""health"", ""service"", ""access"", ""use"", ""different"", ""poverty"", ""level""]",None,None,poverty,None
"Stat bite: Cervical cancer mortality by ethnicity and socioeconomic area, 1995-1999.",,Journal of the National Cancer Institute,[],None,None,None,None
"Chlamydia positivity in women screened in family planning clinics: racial/ethnic differences and trends in the northwest U.S., 1997-2006.","We assessed chlamydia trends, individual-level risk factors, and population-level area-based socioeconomic measures (ABSMs) associated with chlamydia infection in women attending U.S. Public Health Service (PHS) Region X Infertility Prevention Project (IPP) family planning (FP) clinics from 1997-2006. We then explored these measures within racial/ethnic subpopulations.","Public health reports (Washington, D.C. : 1974)","[""assess"", ""chlamydia"", ""trend"", ""individual"", ""level"", ""risk"", ""factor"", ""population"", ""level"", ""area"", ""base"", ""socioeconomic"", ""measure"", ""absm"", ""associate"", ""chlamydia"", ""infection"", ""woman"", ""attend"", ""u"", ""public"", ""health"", ""service"", ""phs"", ""region"", ""x"", ""infertility"", ""prevention"", ""project"", ""ipp"", ""family"", ""plan"", ""fp"", ""clinic"", ""1997"", ""2006"", ""explore"", ""measure"", ""within"", ""racial"", ""ethnic"", ""subpopulation""]",None,None,None,None
Ethnic/racial differences in weight-related concerns and behaviors among adolescent girls and boys: findings from Project EAT.,To compare weight-related concerns and behaviors across ethnicity/race among a population-based sample of adolescent boys and girls.,Journal of psychosomatic research,"[""compare"", ""weight"", ""related"", ""concern"", ""behavior"", ""across"", ""ethnicity"", ""race"", ""among"", ""population"", ""based"", ""sample"", ""adolescent"", ""boy"", ""girl""]",None,None,None,None
Warning signs of declining faculty diversity.,,Academic medicine : journal of the Association of American Medical Colleges,[],None,None,None,None
"Parent training in head start: a comparison of program response among African American, Asian American, Caucasian, and Hispanic mothers.","The effectiveness of the Incredible Years Parenting Program was evaluated in a low-income sample of Caucasian, African American, Hispanic, and Asian mothers whose children were enrolled in Head Start. Data from two prior intervention studies [Webster-Stratton (1998) Journal of Consulting and Clinical Psychology, 66(5), 715-730; Webster-Stratton et al. (in press) Journal of Clinical Child Psychology] were combined, yielding a sample of 634 families (370 Caucasian, 120 African American, 73 Asian, 71 Hispanic) across 23 Head Start centers. Centers were matched and assigned randomly to either an experimental condition (8-12 weeks of weekly 2-hr parenting classes), or a control condition (the regular Head Start Program without parenting groups). Families in both conditions were assessed using home observations of parent-child interactions and parent reports of parenting style and discipline strategies and child behavior problems in the fall (baseline) and spring (postintervention) of the children's Head Start year. Families were reassessed 1 year later. Following treatment, intervention mothers were observed to be more positive, less critical, more consistent, and more competent in their parenting than were control mothers. Additionally, children of intervention parents were observed to exhibit fewer behavior problems than were control children. Differences in treatment response across ethnic groups were few, and did not exceed the number expected by chance. Parents from all groups reported high satisfaction levels following the parenting program. Results indicate that the Incredible Years Program is accepted by and effective with diverse populations.",Prevention science : the official journal of the Society for Prevention Research,"[""effectiveness"", ""incredible"", ""year"", ""parenting"", ""program"", ""evaluate"", ""low"", ""income"", ""sample"", ""caucasian"", ""african"", ""american"", ""hispanic"", ""asian"", ""mother"", ""whose"", ""child"", ""enrol"", ""head"", ""start"", ""datum"", ""two"", ""prior"", ""intervention"", ""study"", ""webster"", ""stratton"", ""1998"", ""journal"", ""consulting"", ""clinical"", ""psychology"", ""66"", ""5"", ""715"", ""730"", ""webster"", ""stratton"", ""et"", ""al"", ""press"", ""journal"", ""clinical"", ""child"", ""psychology"", ""combined"", ""yield"", ""sample"", ""634"", ""family"", ""370"", ""caucasian"", ""120"", ""african"", ""american"", ""73"", ""asian"", ""71"", ""hispanic"", ""across"", ""23"", ""head"", ""start"", ""center"", ""center"", ""match"", ""assign"", ""randomly"", ""either"", ""experimental"", ""condition"", ""8"", ""12"", ""week"", ""weekly"", ""2"", ""hr"", ""parenting"", ""class"", ""condition"", ""regular"", ""head"", ""start"", ""program"", ""without"", ""parenting"", ""group"", ""family"", ""condition"", ""assess"", ""use"", ""home"", ""observation"", ""parent"", ""child"", ""interaction"", ""parent"", ""report"", ""parenting"", ""style"", ""discipline"", ""strategy"", ""child"", ""behavior"", ""problem"", ""fall"", ""baseline"", ""spring"", ""postintervention"", ""child"", ""head"", ""start"", ""year"", ""family"", ""reassess"", ""1"", ""year"", ""later"", ""follow"", ""treatment"", ""intervention"", ""mother"", ""observe"", ""positive"", ""less"", ""critical"", ""consistent"", ""competent"", ""parenting"", ""mother"", ""additionally"", ""child"", ""intervention"", ""parent"", ""observe"", ""exhibit"", ""few"", ""behavior"", ""problem"", ""child"", ""difference"", ""treatment"", ""response"", ""across"", ""ethnic"", ""group"", ""exceed"", ""number"", ""expect"", ""chance"", ""parent"", ""group"", ""report"", ""high"", ""satisfaction"", ""level"", ""follow"", ""parenting"", ""program"", ""indicate"", ""incredible"", ""year"", ""program"", ""accept"", ""effective"", ""diverse"", ""population""]",None,None,None,"Caucasian, Asian, Hispanic"
"Familial influences on poverty among young children in black immigrant, U.S.-born black, and nonblack immigrant families.","This study examines how familial contexts affect poverty disparities between the children of immigrant and U.S.-born blacks, and among black and nonblack children of immigrants. Despite lower gross child poverty rates in immigrant than in U.S.-born black families, accounting for differences in family structure reveals that child poverty risks among blacks are highest in single-parent black immigrant families. In addition, within two-parent immigrant families, child poverty declines associated with increasing assimilation are greater than the respective declines in single-parent families. The heads of black immigrant households have more schooling than those of native-black households. However, increased schooling has a weaker negative association with child poverty among the former than among the latter. In terms of racial disparities among the children of immigrants, poverty rates are higher among black than nonblack children. This black disadvantage is, however, driven by the outcomes of first-generation children of African and Hispanic-black immigrants. The results also show that although children in refugee families face elevated poverty risks, these risks are higher among black than among nonblack children of refugees. In addition, the poverty-reducing impact associated with having an English-proficient household head is about three times lower among black children of immigrants than among non-Hispanic white children of immigrants.",Demography,"[""examine"", ""familial"", ""context"", ""affect"", ""poverty"", ""disparity"", ""child"", ""immigrant"", ""u"", ""bear"", ""black"", ""among"", ""black"", ""nonblack"", ""child"", ""immigrant"", ""despite"", ""low"", ""gross"", ""child"", ""poverty"", ""rate"", ""immigrant"", ""u"", ""bear"", ""black"", ""family"", ""account"", ""difference"", ""family"", ""structure"", ""reveal"", ""child"", ""poverty"", ""risk"", ""among"", ""black"", ""high"", ""single"", ""parent"", ""black"", ""immigrant"", ""family"", ""addition"", ""within"", ""two"", ""parent"", ""immigrant"", ""family"", ""child"", ""poverty"", ""decline"", ""associate"", ""increase"", ""assimilation"", ""great"", ""respective"", ""decline"", ""single"", ""parent"", ""family"", ""head"", ""black"", ""immigrant"", ""household"", ""school"", ""native"", ""black"", ""household"", ""however"", ""increase"", ""school"", ""weak"", ""negative"", ""association"", ""child"", ""poverty"", ""among"", ""former"", ""among"", ""latter"", ""term"", ""racial"", ""disparity"", ""among"", ""child"", ""immigrant"", ""poverty"", ""rate"", ""high"", ""among"", ""black"", ""nonblack"", ""child"", ""black"", ""disadvantage"", ""however"", ""drive"", ""outcome"", ""first"", ""generation"", ""child"", ""african"", ""hispanic"", ""black"", ""immigrant"", ""also"", ""show"", ""although"", ""child"", ""refugee"", ""family"", ""face"", ""elevated"", ""poverty"", ""risk"", ""risk"", ""high"", ""among"", ""black"", ""among"", ""nonblack"", ""child"", ""refugee"", ""addition"", ""poverty"", ""reducing"", ""impact"", ""associate"", ""english"", ""proficient"", ""household"", ""head"", ""three"", ""time"", ""low"", ""among"", ""black"", ""child"", ""immigrant"", ""among"", ""non"", ""hispanic"", ""white"", ""child"", ""immigrant""]",None,None,poverty,Hispanic
Racial/ethnic differences in the prevalence of depressive symptoms among middle-aged women: The Study of Women's Health Across the Nation (SWAN).,"We examined racial/ethnic differences in significant depressive symptoms among middle-aged women before and after adjustment for socioeconomic, health-related, and psychosocial characteristics.",American journal of public health,"[""examine"", ""racial"", ""ethnic"", ""difference"", ""depressive"", ""symptom"", ""among"", ""middle"", ""aged"", ""woman"", ""adjustment"", ""socioeconomic"", ""health"", ""related"", ""psychosocial"", ""characteristic""]",None,None,None,None
Cancer screening among racial/ethnic and insurance groups in the United States: a comparison of disparities in 2000 and 2008.,"Using the National Health Interview Survey, we examined associations among race/ ethnicity, insurance coverage, and cancer screening, and assessed changes in the magnitude of disparities over the past decade. Outcomes included recent cervical, breast, and colorectal cancer screening. Rates of colorectal screening increased for all racial/ethnic groups and some insurance groups from 2000 to 2008. However, rates of Pap tests and mammograms remained stagnant, and even decreased for certain groups. Some Hispanic-White and Asian-White disparities in cancer screening were reduced or eliminated over this time period. However, in 2008 Asians continued to have lower odds of Pap tests and Hispanics lower odds of colorectal cancer screening, even after accounting for potential confounders. There were no significant changes in Black-White disparities. The uninsured continued to be at a disadvantage for all three types of cancer screening, relative to the privately insured, as were publicly insured individuals with respect to colorectal cancer screening.",Journal of health care for the poor and underserved,"[""use"", ""national"", ""health"", ""interview"", ""survey"", ""examine"", ""association"", ""among"", ""race"", ""ethnicity"", ""insurance"", ""coverage"", ""cancer"", ""screening"", ""assess"", ""change"", ""magnitude"", ""disparity"", ""past"", ""decade"", ""outcome"", ""include"", ""recent"", ""cervical"", ""breast"", ""colorectal"", ""cancer"", ""screening"", ""rate"", ""colorectal"", ""screening"", ""increase"", ""racial"", ""ethnic"", ""group"", ""insurance"", ""group"", ""2000"", ""2008"", ""however"", ""rate"", ""pap"", ""test"", ""mammogram"", ""remain"", ""stagnant"", ""even"", ""decrease"", ""certain"", ""group"", ""hispanic"", ""white"", ""asian"", ""white"", ""disparity"", ""cancer"", ""screening"", ""reduce"", ""eliminate"", ""time"", ""period"", ""however"", ""2008"", ""asian"", ""continue"", ""low"", ""odd"", ""pap"", ""test"", ""hispanic"", ""low"", ""odd"", ""colorectal"", ""cancer"", ""screening"", ""even"", ""account"", ""potential"", ""confounder"", ""change"", ""black"", ""white"", ""disparity"", ""uninsure"", ""continue"", ""disadvantage"", ""three"", ""type"", ""cancer"", ""screening"", ""relative"", ""privately"", ""insure"", ""publicly"", ""insure"", ""individual"", ""respect"", ""colorectal"", ""cancer"", ""screening""]",None,None,None,"Black, Asian, Hispanic"
"Increasing use of dental services by children, but many are unable to secure needed care.","National studies indicate that an increasing proportion of children are receiving needed oral health care. However, this increase is not uniform throughout all populations of youngsters. Overall national study findings regarding the use of dental services mask the fact that, a significant subset of low-income, minority, medically and developmentally compromised and socially vulnerable children continue to lack access to care and suffer significant and consequential dental and oral disease. In addition, these same children will face continued difficulties in securing needed care as they reach their early adult years.",The Journal of clinical pediatric dentistry,"[""national"", ""study"", ""indicate"", ""increase"", ""proportion"", ""child"", ""receive"", ""need"", ""oral"", ""health"", ""care"", ""however"", ""increase"", ""uniform"", ""throughout"", ""population"", ""youngster"", ""overall"", ""national"", ""finding"", ""regard"", ""use"", ""dental"", ""service"", ""mask"", ""fact"", ""subset"", ""low"", ""income"", ""minority"", ""medically"", ""developmentally"", ""compromise"", ""socially"", ""vulnerable"", ""child"", ""continue"", ""lack"", ""access"", ""care"", ""suffer"", ""consequential"", ""dental"", ""oral"", ""disease"", ""addition"", ""child"", ""face"", ""continue"", ""difficulty"", ""secure"", ""need"", ""care"", ""reach"", ""early"", ""adult"", ""year""]",None,None,None,None
"Systemic lupus erythematosus in three ethnic groups. XIV. Poverty, wealth, and their influence on disease activity.","To determine the impact of wealth on disease activity in the multiethnic (Hispanic, African American, and Caucasian) LUMINA (Lupus in Minorities, Nature versus nurture) cohort of patients with systemic lupus erythematosus (SLE) and disease duration < or =5 years at enrollment.",Arthritis and rheumatism,"[""determine"", ""impact"", ""wealth"", ""disease"", ""activity"", ""multiethnic"", ""hispanic"", ""african"", ""american"", ""caucasian"", ""lumina"", ""lupus"", ""minority"", ""nature"", ""versus"", ""nurture"", ""cohort"", ""patient"", ""systemic"", ""lupus"", ""erythematosus"", ""sle"", ""disease"", ""duration"", ""5"", ""year"", ""enrollment""]",None,None,None,"Caucasian, Hispanic"
